name,slug,description,price,category,image_url,in_stock,colors
Edge,u334-edge,"- Black PU Leather
- Separates into Four Separate Pieces
- Sewn on Seat Cushions and Back
- Center Button Tufting
- Waved Arms
- Multi-Color Accent Pillows
- Equipped with Side Hooks
- Black Plastic Legs
- **LAF Loveseat:** 52""W x 32""D x 35""H
- **Armless Chair:** 23""W x 32""D x 35""H
- **Wedge:** 32""W x 32""D x 35""H
- **RAF Loveseat:** 52""W x 32""D x 35""H",969.99,LIVING ROOM COLLECTION,['https://udrgctjqqcaalqzpbbyg.supabase.co/storage/v1/object/public/product-images/U334_Edge.png'],True,['#000000']
Edie,u336-edie,"- Black Velvet
- Separates into Four Pieces
- Sewn on Seat Cushions and Back
- Button Tufting on Seat Cushions and Back
- Squared Arms
- Chrome Nail Head Trim Accents
- Contrasting Accent Pillows
- Equipped with Side Hooks
- Black Plastic Legs
- **LAF Loveseat:** 52""W x 32""D x 35""H
- **Armless Chair:** 23""W x 32""D x 35 H
- **Wedge:** 32""W x 32""D x 35""H
- **RAF Loveseat:** 52""W x 32""D x 35 H",969.99,LIVING ROOM COLLECTION,['https://udrgctjqqcaalqzpbbyg.supabase.co/storage/v1/object/public/product-images/U336_Edie.png'],True,['#000000']
Odin,u338-odin,"- Gray Fabric
- Separates into Four Pieces
- Sewn on Seat Cushions and Back
- Squared Arms
- Equipped with Side Hooks
- Black Plastic Legs
- **LAF Loveseat:** 52""W x 32""D x 35""H
- **Armless Chair:** 23""W x 32""D x 35""H
- **Wedge:** 32""W x 32""D x 35""H
- **RAF Loveseat:** 52""W x 32""D x 35""H",859.99,LIVING ROOM COLLECTION,['https://udrgctjqqcaalqzpbbyg.supabase.co/storage/v1/object/public/product-images/U338_Odin.png'],True,"['#000000', '#808080']"
Alessia,u345-u346-u347-u348-alessia,"- Black Gel Leather
- Tufted Seat Cushions and Back
- Equipped with Side Hook
- Drop Down Table
- Squared Arms
- Hidden Chaise Storage
- Rectangular Storage Ottoman
- **RAF Sofa:** 68""W x 34""D x 35""H
- **LAF Chaise:** 34""W x 81""D x 35""H
- **Ottoman:** 37""W x 18""D x 26 H",0.0,LIVING ROOM COLLECTION,"['https://udrgctjqqcaalqzpbbyg.supabase.co/storage/v1/object/public/product-images/U345_Alessia.png', 'https://udrgctjqqcaalqzpbbyg.supabase.co/storage/v1/object/public/product-images/U346_Alessia.png', 'https://udrgctjqqcaalqzpbbyg.supabase.co/storage/v1/object/public/product-images/U347_Alessia.png', 'https://udrgctjqqcaalqzpbbyg.supabase.co/storage/v1/object/public/product-images/U348_Alessia.png']",False,"['#000000', '#964B00', '#FF0000', '#FFFFFF']"
Alamo,u350-alamo,"- Charcoal Fabric
- Tufted Seat Cushions and Back
- Equipped with Side Hook
- Drop Down Table
- Squared Arms
- Hidden Chaise Storage
- Rectangular Storage Ottoman
- **RAF Sofa:** 68""W x 34""D x 35""H
- **LAF Chaise:** 34""W x 81""D x 35""H
- **Ottoman:** 37""W x 18""D x 26""H",0.0,LIVING ROOM COLLECTION,['https://udrgctjqqcaalqzpbbyg.supabase.co/storage/v1/object/public/product-images/U350_Alamo.png'],False,['#36454F']
Bartlett,u355-u357-bartlett,"- Black Velvet
- High Density Foam Cushions
- Multicolor Pillow Backs
- Squared Arms
- Plastic Feet
- Faux Fur Accent Pillows
- **LAF Sofa:** 78""W x 33""D x 38""H
- **RAF Chaise:** 33""W x 75""D x 38""H",1129.99,LIVING ROOM COLLECTION,"['https://udrgctjqqcaalqzpbbyg.supabase.co/storage/v1/object/public/product-images/U355_Bartlett.png', 'https://udrgctjqqcaalqzpbbyg.supabase.co/storage/v1/object/public/product-images/U357_Bartlett.png']",True,"['#000000', '#808080']"
Barlett,u356-barlett,"- Blue Velvet
- High Density Foam Cushions
- Multicolor Pillow Backs
- Squared Arms
- Plastic Feet
- Faux Fur Accent Pillows
- **LAF Sofa:** 78""W x 33""D x 38""H
- **RAF Chaise:** 33""W x 75""D x 38""H",899.99,LIVING ROOM COLLECTION,['https://udrgctjqqcaalqzpbbyg.supabase.co/storage/v1/object/public/product-images/U356_Barlett.png'],True,['#0000FF']
Junia,u366-u367-junia,"- Oyster Color Chanel Fabric
- Pillow Back
- Multi-Color Accent Pillows
- High Density Cushions
- Squared Arm
- Faux Rabbit Fur Pillows
- LAF Sofa 80""W x 37""D x 39""H
- RAF Chaise 37""W x 86""D x 39""H",1919.99,LIVING ROOM COLLECTION,"['https://udrgctjqqcaalqzpbbyg.supabase.co/storage/v1/object/public/product-images/U366_Junia.png', 'https://udrgctjqqcaalqzpbbyg.supabase.co/storage/v1/object/public/product-images/U367_Junia.png']",True,"['#36454F', '#EAE0C8']"
Ramses,u380-ramses,"- Tan Chenille Fabric
- Squared Arms
- Black Plastic Legs
- High Density Foam Cushion
- Interchangeable RAF and LAF Chaise
- Faux Fur Accent Pillows
- **RAF Loveseat:** 92""W x 35""D x 37""H
- **LAF Chaise:** 26""W x 25""D x 10""H",0.0,LIVING ROOM COLLECTION,['https://udrgctjqqcaalqzpbbyg.supabase.co/storage/v1/object/public/product-images/U380_Ramses.png'],False,['#000000']
Bermuda,u416-bermuda,"- Light Gray Tightly Woven Material
- Roll Arms
- High Density Foam Cushion Seating
- Multi Color Accent Pillows
- Black Plastic Legs
- **Sofa:** 81""W x 32""D x 35""H
- **Loveseat:** 59""W x 32""D x 35""H
- **Chair:** 37""W x 32""D x 35""H",0.0,LIVING ROOM COLLECTION,['https://udrgctjqqcaalqzpbbyg.supabase.co/storage/v1/object/public/product-images/U416_Bermuda.png'],False,"['#000000', '#808080']"
Blackstone,u418-blackstone,"- Taupe Tightly Woven Fabric
- High Density Foam Cushion Seating
- Square Arm
- Neutral Color Accent Pillows
- Black Plastic Legs
- **Sofa:** 78""W x 32""D x 36""H
- **Loveseat:** 56""W x 32""D x 36""H
- **Chair:** 34""W x 32"" D x 36""H",0.0,LIVING ROOM COLLECTION,['https://udrgctjqqcaalqzpbbyg.supabase.co/storage/v1/object/public/product-images/U418_Blackstone.png'],False,['#000000']
Farrah,u431-u432-u433-farrah,"- Black Luxurious Velvet
- Button Tufting
- Squared Arms
- Sewn on Seat and Back Cushions
- Reversible Accent Cushions
- Silver Nail Head Trim Accents
- Chrome Feet
- **Sofa:** 72""W x 32""D x 35""H
- **Loveseat:** 57""W x 32""D x 35""H
- **Chair:** 33""W x 32""D x 35""H",0.0,LIVING ROOM COLLECTION,"['https://udrgctjqqcaalqzpbbyg.supabase.co/storage/v1/object/public/product-images/U431_Farrah.png', 'https://udrgctjqqcaalqzpbbyg.supabase.co/storage/v1/object/public/product-images/U432_Farrah.png', 'https://udrgctjqqcaalqzpbbyg.supabase.co/storage/v1/object/public/product-images/U433_Farrah.png']",False,"['#000000', '#0000FF', '#808080', '#C0C0C0']"
Ford,u434-ford,"- Black PU Leather
- Sewn on Seat Cushions and Back
- Center Button Tutting
- Waved Arms
- Multi-Color Accent Pillows
- Black Plastic Legs
- **Sofa:** 72""W x 32""D x 35""H
- **Loveseat:** 57""W x 32""D x 35""H
- **Chair:** 33""W x 32""D x 35""H",0.0,LIVING ROOM COLLECTION,['https://udrgctjqqcaalqzpbbyg.supabase.co/storage/v1/object/public/product-images/U434_Ford.png'],False,['#000000']
Elisa,u436-elisa,"- Black Velvet
- Sewn on Seat Cushions and Back
- Button Tufting on Seat Cushions and Back
- Squared Arms
- Chrome Nail Head Trim Accents
- Contrasting Accent Pillows
- Black Plastic Legs
- Sofa 72""W x 32""D x 35""H
- Loveseat 57""W x 32'D x 35""H
- Chair 33""W x 32""D x 35 H",0.0,LIVING ROOM COLLECTION,['https://udrgctjqqcaalqzpbbyg.supabase.co/storage/v1/object/public/product-images/U436_Elisa.png'],False,['#000000']
Allura,u438-allura,"- Gray Fabric
- Sewn on Seat Cushions and Back
- Squared Arms
- Black Plastic Legs
- Sofa 72""W x 32""D x 35""H
- Loveseat 57""W x 32""D x 35""H
- Chair 33""W x 32""D x 35""H",0.0,LIVING ROOM COLLECTION,['https://udrgctjqqcaalqzpbbyg.supabase.co/storage/v1/object/public/product-images/U438_Allura.png'],False,"['#000000', '#808080']"
Ilaria,u453-ilaria,"- Charcoal Chenille
- Durable Poly-Chenille
- Sewn on Seat Cushions and Back
- Nail Head Trim Accents
- Tight Seat Cushions
- Backs Detach for Easy Delivery
- **Sofa:** 78""W x 35""D x 39""H
- **Loveseat:** 59""W x 35""D x 39""H
- **Chair:** 37""W x 35""D x 39""H",0.0,LIVING ROOM COLLECTION,['https://udrgctjqqcaalqzpbbyg.supabase.co/storage/v1/object/public/product-images/U453_Ilaria.png'],False,['#36454F']
Mariana,u455-mariana,"- Black PU Leather
- Sown on Seat Cushions and Back
- Nail Head Trim Accents
- Tight Seat Cushions
- Backs Detach for Easy Delivery
- **Sofa:** 78""W x 35""D x 39""H
- **Loveseat:** 59""W x 35""D x 39""H
- **Chair:** 37""W x 35""D x 39""H",0.0,LIVING ROOM COLLECTION,['https://udrgctjqqcaalqzpbbyg.supabase.co/storage/v1/object/public/product-images/U455_Mariana.png'],False,['#000000']
Paola,u467-paola,"- Black PU Leather
- Tight Seat Cushions
- Tufted Back Cushions
- Pillow Top Arms and Headrest
- Brown Plastic Legs
- Backs Detach for Easy Delivery
- **Sofa:** 79""W x 35""D x 39""H
- **Loveseat:** 59""W x 35""D x 39""H
- **Chair:** 37""W x 35""D x 39""H",0.0,LIVING ROOM COLLECTION,['https://udrgctjqqcaalqzpbbyg.supabase.co/storage/v1/object/public/product-images/U467_Paola.png'],False,"['#000000', '#964B00']"
Barcelona,u484-u485-u486-u487-barcelona,"- Black PU Leather
- Sewn on Seat Cushions and Back
- Pillow Top Arms
- Chrome Legs
- Backs Detach for Easy Delivery
- **Sofa:** 78""W x 38""D x 33""H
- **Loveseat:** 62""W x 38""D x 33""H
- **Chair:** 47""W x 38""D x 33""H",0.0,LIVING ROOM COLLECTION,"['https://udrgctjqqcaalqzpbbyg.supabase.co/storage/v1/object/public/product-images/U484_Barcelona.png', 'https://udrgctjqqcaalqzpbbyg.supabase.co/storage/v1/object/public/product-images/U485_Barcelona.png', 'https://udrgctjqqcaalqzpbbyg.supabase.co/storage/v1/object/public/product-images/U486_Barcelona.png', 'https://udrgctjqqcaalqzpbbyg.supabase.co/storage/v1/object/public/product-images/U487_Barcelona.png']",False,"['#000000', '#808080', '#FF0000', '#FFFFFF']"
Earsom,u510-u511-earsom,"- Charcoal Gray Woven Fabric
- Teddy Bear Fabric
- Squared Arms
- High Density Foam Cushion
- Removable Seat Cushions
- Plastic Feet
- Sewn on Back Cushions
- **Sofa:** 83""W x 34""D x 38""H
- **Loveseat:** 59""W x 34""D x 38""H
- **Chair:** 37""W x 34""D x 38""H",0.0,LIVING ROOM COLLECTION,"['https://udrgctjqqcaalqzpbbyg.supabase.co/storage/v1/object/public/product-images/U510_Earsom.png', 'https://udrgctjqqcaalqzpbbyg.supabase.co/storage/v1/object/public/product-images/U511_Earsom.png']",False,"['#36454F', '#808080']"
Yuina,u513-u514-u516-yuina,"- Gray Luxurious Velvet
- Silver Nail Head Trim
- Sewn on Seat Cushions
- High Density Foam Cushion
- Squared Arms
- Pillow Backs
- Faux Fur Accent Pillows
- **Sofa:** 83""W x 34""D x 38""H
- **Loveseat:** 60""W x 34""D x 38""H
- **Chair:** 37""W x 34""D x 38""H",0.0,LIVING ROOM COLLECTION,"['https://udrgctjqqcaalqzpbbyg.supabase.co/storage/v1/object/public/product-images/U513_Yuina.png', 'https://udrgctjqqcaalqzpbbyg.supabase.co/storage/v1/object/public/product-images/U514_Yuina.png', 'https://udrgctjqqcaalqzpbbyg.supabase.co/storage/v1/object/public/product-images/U516_Yuina.png']",False,"['#000000', '#0000FF', '#808080', '#C0C0C0']"
Asherton,u530-u531-asherton,"- Charcoal Gray Chanel Fabric
- Sewn On Seat and Back Cushion
- Black Plastic Legs
- Pillow Top Arms
- Removable Backs for Easy Delivery
- Sofa 81""W x 37""D x 35""H
- Loveseat 61""W x 37""D x 35""H
- Chair 41""W x 37""D x 35""H",0.0,LIVING ROOM COLLECTION,"['https://udrgctjqqcaalqzpbbyg.supabase.co/storage/v1/object/public/product-images/U530_Asherton.png', 'https://udrgctjqqcaalqzpbbyg.supabase.co/storage/v1/object/public/product-images/U531_Asherton.png']",False,"['#000000', '#36454F', '#808080']"
Frederick,u77-r-u78-r-frederick,"- Gray Soft Microfiber
- Charcoal Gray Side and Bottom Accents
- Tightly Knit Contrast Stitching
- Side Arm Storage
- Power Adjustable Headrest
- Wireless Charging Capability with On/Off Feature
- Built In USB Ports
- Reenforced Steel reclining Mechanism
- **Power Reclining Chair:** 40”W x 39""D x 43""H",1129.99,RECLINER COLLECTION,"['https://udrgctjqqcaalqzpbbyg.supabase.co/storage/v1/object/public/product-images/U77-R_Frederick.png', 'https://udrgctjqqcaalqzpbbyg.supabase.co/storage/v1/object/public/product-images/U78-R_Frederick.png']",True,"['#36454F', '#808080', '#964B00', '#C2B280']"
Hunnely,u92-r-u93-r-u94-r-hunnely,"- Black Air Gel Leather
- Tightly Knit Contrast Stitching
- Power Adjustable Headrest
- Side Arm Storage
- Led Underglow
- USB and Type C Ports
- Diamond Accented Stitching
- Led Underiit Cup Holders
- Reenforced Steel Reclining Mechanism
- **Power Reclining Chair:** 36”W x 39""D x 46""H",879.99,RECLINER COLLECTION,"['https://udrgctjqqcaalqzpbbyg.supabase.co/storage/v1/object/public/product-images/U92-R_Hunnely.png', 'https://udrgctjqqcaalqzpbbyg.supabase.co/storage/v1/object/public/product-images/U93-R_Hunnely.png', 'https://udrgctjqqcaalqzpbbyg.supabase.co/storage/v1/object/public/product-images/U94-R_Hunnely.png']",True,"['#000000', '#808080', '#FFFFFF']"
Altari,u100-r-u101-r-altari,"- Black Air Gel Leather
- Power Reclining
- Pillowtop Arms and Headrest
- Led Underglow
- Reenforced Steel Reclining Mechanism
- **Power Reclining Chair:** 41”W x 37""D x 40""H",679.99,RECLINER COLLECTION,"['https://udrgctjqqcaalqzpbbyg.supabase.co/storage/v1/object/public/product-images/U100-R_Altari.png', 'https://udrgctjqqcaalqzpbbyg.supabase.co/storage/v1/object/public/product-images/U101-R_Altari.png']",True,"['#000000', '#808080']"
Paulina,u104-r-paulina,"- Dark Brown Air Gel Leather
- Tightly Knit Contrast Stitching
- Power Adjustable Headrest
- Side Arm Storage
- Led Underglow
- USB and Type C Ports
- Diamond Accented Stitching
- Stainless Steel Cup Holders
- Reenforced Steel Reclining Mechanism
- **Power Reclining Chair:** 37.5”W x 38.5""D x 43.5 H",989.99,RECLINER COLLECTION,['https://udrgctjqqcaalqzpbbyg.supabase.co/storage/v1/object/public/product-images/U104-R_Paulina.png'],True,['#964B00']
Emelen,u105-r-emelen,"- Black Gel Leather
- Manual Motion Recliner
- Pillow Top Arms and Headrest
- Sinuous Spring Support System
- Reenforced Steel Recliner Mechanism
- Backs Detach for Easy Delivery
- **Motion Chair:** 42""W x 38""D x 41""H",0.0,RECLINER COLLECTION,['https://udrgctjqqcaalqzpbbyg.supabase.co/storage/v1/object/public/product-images/U105-R_Emelen.png'],False,['#000000']
Emelen,u106-r-emelen,"- Gray Gel Leather
- Manual Motion Recliner
- Pillow Top Arms and Headrest
- Sinuous Spring Support System
- Reenforced Steel Recliner Mechanism
- Backs Detach for Easy Delivery
- **Motion Chair:** 42""W x 38""D x 41""H",629.99,RECLINER COLLECTION,['https://udrgctjqqcaalqzpbbyg.supabase.co/storage/v1/object/public/product-images/U106-R_Emelen.png'],True,['#808080']
Bexley,u107-r-bexley,"- Gray Teddy Bear Fabric
- Manual Reclining
- Contrast Stitching
- Pillowtop Arms and Headrest
- Side Pull Tab
- Reenforced Steel Mechanism
- Swivel Capability
- **Motion Chair:** 41""W x 38°D x 41""H",679.99,RECLINER COLLECTION,['https://udrgctjqqcaalqzpbbyg.supabase.co/storage/v1/object/public/product-images/U107-R_Bexley.png'],True,['#808080']
Maximilla,u108-r-maximilla,"- Gray Air Gel Leather
- Contrast Stitching
- Power Reclining
- Power Adjustable Headrest
- USB and Type C Ports
- Reenforced Steel Reclining Mechanism
- **Power Reclining Chair:** 39""W x 39.5""D x 42""H",1019.99,RECLINER COLLECTION,['https://udrgctjqqcaalqzpbbyg.supabase.co/storage/v1/object/public/product-images/U108-R_Maximilla.png'],True,['#808080']
Odelia,u110-r-odelia,"- Gray PU Match
- Pillow Top Headrest
- Manual Motion Recliner
- Silver Nailhead Accents
- Reenforced Steel Recliner Mechanism
- Horizontal Accented Design
- Backs Detach for Easy Delivery
- **Motion Chair:** 42""W x 39""D x 41""H",569.99,RECLINER COLLECTION,['https://udrgctjqqcaalqzpbbyg.supabase.co/storage/v1/object/public/product-images/U110-R_Odelia.png'],True,"['#808080', '#C0C0C0']"
Leah,u115-r-leah,"- Gray Treated Microfiber
- Pillow Top Headrest
- Manual Motion Recliner
- Reenforced Steel Recliner Mechanism
- Backs Detach for Easy Delivery
- **Motion Chair:** 36”W x 38""D x 41""H",539.99,RECLINER COLLECTION,['https://udrgctjqqcaalqzpbbyg.supabase.co/storage/v1/object/public/product-images/U115-R_Leah.png'],True,['#808080']
Bence,u120-r-u121-r-bence,"- Brown Treated Microfiber
- Accented Tan Stitching
- Pillowtop Arm and Headrest
- Reenforced Steel Reclining Mechanism
- Side Pull Tab
- **Motion Chair:** 39”W x 37""D x 39""H",609.99,RECLINER COLLECTION,"['https://udrgctjqqcaalqzpbbyg.supabase.co/storage/v1/object/public/product-images/U120-R_Bence.png', 'https://udrgctjqqcaalqzpbbyg.supabase.co/storage/v1/object/public/product-images/U121-R_Bence.png']",True,"['#808080', '#964B00']"
Avanti,u125-r-avanti,"- Brown Gel Leather
- Pillowtop Arm and Headrest
- Tan Accent Stitching
- Diamond Pattern Accents
- Reenforced Steel Mechanism
- Side Pull Tab
- **Motion Chair:** 42""W x 41""D x 41""H",569.99,RECLINER COLLECTION,['https://udrgctjqqcaalqzpbbyg.supabase.co/storage/v1/object/public/product-images/U125-R_Avanti.png'],True,['#964B00']
Ximena,u130-r-ximena,"- Gray Tightly Woven Fabric
- Pillow Top Headrest and Arms
- High Density Foam Cushion
- Sinuous Spring Support System
- Manual Motion Recliner
- Reenforced Steel Recliner Mechanism
- Backs Detach for Easy Delivery
- **Motion Chair:** 38”W x 55""D x 38""H",519.99,RECLINER COLLECTION,['https://udrgctjqqcaalqzpbbyg.supabase.co/storage/v1/object/public/product-images/U130-R_Ximena.png'],True,['#808080']
Dorsten,u145-r-u146-r-dorsten,"- Black Gel Leather
- Pillow Top Back, headrest, and Arms
- Manual Motion Recliner
- High Density Foam Cushion
- Reenforced Steel Mechanism and Frame
- Backs Detach for Easy Delivery
- **Motion Chair:** 41""W x 39""D x 40""H",0.0,RECLINER COLLECTION,"['https://udrgctjqqcaalqzpbbyg.supabase.co/storage/v1/object/public/product-images/U145-R_Dorsten.png', 'https://udrgctjqqcaalqzpbbyg.supabase.co/storage/v1/object/public/product-images/U146-R_Dorsten.png']",False,"['#000000', '#808080']"
Ashley,u154-r-u155-r-u156-r-u157-r-ashley,"- Black Gel Leather
- Underlit LED
- Motion Manual Recliner
- Pocket Coil Cushions
- Coordinated Stitching
- Pillow Top Arms and Headrest
- Backs Detach for Easy Delivery
- **Motion Chair:** 34”W x 39""D x 40""H",519.99,RECLINER COLLECTION,"['https://udrgctjqqcaalqzpbbyg.supabase.co/storage/v1/object/public/product-images/U154-R_Ashley.png', 'https://udrgctjqqcaalqzpbbyg.supabase.co/storage/v1/object/public/product-images/U155-R_Ashley.png', 'https://udrgctjqqcaalqzpbbyg.supabase.co/storage/v1/object/public/product-images/U156-R_Ashley.png', 'https://udrgctjqqcaalqzpbbyg.supabase.co/storage/v1/object/public/product-images/U157-R_Ashley.png']",True,"['#000000', '#808080', '#964B00', '#FFFFFF']"
Conway,u160-r-conway,"- Dove Gray Fabric
- Motion Manual Reclining
- Pocket Coil Cushions
- Coordinated Stitching
- Pillow Top Arms and Headrest
- Backs Detach for Easy Delivery
- **Motion Chair:** 37”W x 38”D x 41""H",519.99,RECLINER COLLECTION,['https://udrgctjqqcaalqzpbbyg.supabase.co/storage/v1/object/public/product-images/U160-R_Conway.png'],True,['#808080']
Austin,u170-r-austin,"- Charcoal Gray Treated Microfiber
- Pillowtop Arm and Headrest
- Light Gray Accented Stitching
- Reenforced Steel Mechanism
- Side Pull Tab
- **Motion Chair:** 39”W x 37”D x 41""H",519.99,RECLINER COLLECTION,['https://udrgctjqqcaalqzpbbyg.supabase.co/storage/v1/object/public/product-images/U170-R_Austin.png'],True,"['#36454F', '#808080']"
Audra,u172-r-audra,"- Gray Treated Microfiber Fabric
- Manual Reclining
- Vertical Pattern Accents
- Pillowtop Headrest
- Reenforced Steel Reclining Mechanism
- Side Pull Tab
- **Motion Chair:** 35”W x 40”D x 42”H",519.99,RECLINER COLLECTION,['https://udrgctjqqcaalqzpbbyg.supabase.co/storage/v1/object/public/product-images/U172-R_Audra.png'],True,['#808080']
Alexia,u190-r-u191-r-alexia,"- Black Gel Leather
- Pocket Coil Seat Cushions
- Pillow Top Arms and Headrest
- Coordinated Stitching
- Side Pull Tab
- Back Detaches for Easy Delivery
- **Motion Chair:** 36”W x 39""D x 40""H",859.99,RECLINER COLLECTION,"['https://udrgctjqqcaalqzpbbyg.supabase.co/storage/v1/object/public/product-images/U190-R_Alexia.png', 'https://udrgctjqqcaalqzpbbyg.supabase.co/storage/v1/object/public/product-images/U191-R_Alexia.png']",True,"['#000000', '#964B00', '#D2691E']"
Alexia,u192-r-alexia,"- Red Air Gel Leather
- Pillowtop Arms and Headrest
- Manual Reclining
- Side Pull Tab for Motion
- Reenforced Steel Reclining Mechanism
- **Motion Chair:** 36""W x 39""D x 40""H",449.99,RECLINER COLLECTION,['https://udrgctjqqcaalqzpbbyg.supabase.co/storage/v1/object/public/product-images/U192-R_Alexia.png'],True,['#FF0000']
Abaco,u194-r-abaco,"- Gray Plush Fabric
- Manual reclining
- Wall Hugger Capability
- Coordinated Stitching
- Pillowtop arms and Headrest
- **Motion Chair:** 36”W x 39""D x 40""H",519.99,RECLINER COLLECTION,['https://udrgctjqqcaalqzpbbyg.supabase.co/storage/v1/object/public/product-images/U194-R_Abaco.png'],True,['#808080']
Addison,t025-addison,"- Platinum Silver Finish
- Mirror Insert Accents
- 8mm Clear Beveled Glass
- Mirrored Table Aprons
- Beveled Top Edges with Ruffled Accent
- **Coffee Table:** 48”W x 24""D x 18""H
- **End Table:** 25""W x 23 D x 24""H",0.0,OCCASIONAL COLLECTION,['https://udrgctjqqcaalqzpbbyg.supabase.co/storage/v1/object/public/product-images/T025_Addison.png'],False,['#C0C0C0']
Ginevra,t027-ginevra,"- Platinum Silver Finish
- 8mm Clear Tempered Glass inserted Top
- Beveled Glass
- Mirrored Leg Accents
- Wavy Side Apron Design
- Coffee Table 48'W x 26°D x 19""H
- End Table 26""W x 24 D x 23""H",0.0,OCCASIONAL COLLECTION,['https://udrgctjqqcaalqzpbbyg.supabase.co/storage/v1/object/public/product-images/T027_Ginevra.png'],False,['#C0C0C0']
Giada,t035-giada,"- Platinum Silver Finish
- Mirrored Top
- Mirrored Leg Accents
- Contemporary Apron Design
- Coordinates with B035 Bedroom Collection
- Coordinates with D082 Dining Collection
- **Coffee Table:** 48""W x 24""D x 18""H
- **End Table:** 25""W x 23""D x 24""H",0.0,OCCASIONAL COLLECTION,['https://udrgctjqqcaalqzpbbyg.supabase.co/storage/v1/object/public/product-images/T035_Giada.png'],False,['#C0C0C0']
Elena,t130-elena,"- Off White Faux Marble Top
- Neutral Color Accents
- Ebony Black Table Legs
- Coordinates with D130 and D131 Dining Collection
- **Coffee Table:** 48""W x 24""D x 19""H
- **End Table:** 24""W x 22""D x 24""H",359.99,OCCASIONAL COLLECTION,['https://udrgctjqqcaalqzpbbyg.supabase.co/storage/v1/object/public/product-images/T130_Elena.png'],True,"['#000000', '#FFFFFF']"
Zoya,t132-zoya,"- Ebony Black Faux Marble Top
- Hint of White Swirl Accents
- Ebony Black Table Legs
- Coordinates with D132 and D133 Dining Collections
- **Coffee Table:** 48""W x 24""D x 19""H
- **End Table:** 24""W x 22""D x 24""H",359.99,OCCASIONAL COLLECTION,['https://udrgctjqqcaalqzpbbyg.supabase.co/storage/v1/object/public/product-images/T132_Zoya.png'],True,"['#000000', '#FFFFFF']"
Patrizia,t150-patrizia,"- Brown Faux Marble Top
- Neutral Brown Print Accents
- Espresso Dining Table Legs
- Coordinates with D150 Dining Collection
- **Coffee Table:** 48""W x 24""D x 19""H
- **End Table:** 24""W x 22""D x 24""H",249.99,OCCASIONAL COLLECTION,['https://udrgctjqqcaalqzpbbyg.supabase.co/storage/v1/object/public/product-images/T150_Patrizia.png'],True,['#964B00']
Antonia,t160-t161-antonia,"- Platinum Silver Finish
- 8mm Mirrored Leg Insert Accents
- Subtle Table Apron Design
- Hardwood/Plywood Mixed Construction
- **Coffee Table:** 48""W x 24""D x 19""H
- **End Table:** 22""W x 20""D x 21""H",409.99,OCCASIONAL COLLECTION,"['https://udrgctjqqcaalqzpbbyg.supabase.co/storage/v1/object/public/product-images/T160_Antonia.png', 'https://udrgctjqqcaalqzpbbyg.supabase.co/storage/v1/object/public/product-images/T161_Antonia.png']",True,"['#000000', '#C0C0C0']"
Tutan,t175-tutan,"- Brown Finish
- Hardwood/Plywood Mixed Construction
- 8mm Clear Tempered Glass Tops
- Beveled Glass Edges
- Equipped with Under Table Stools
- Stools Coordinate with Shape of Table Base
- **Coffee Table:** 36""W x 36""D x 17""H
- **End Table:** 16""W x 16”D x 14""H",299.99,OCCASIONAL COLLECTION,['https://udrgctjqqcaalqzpbbyg.supabase.co/storage/v1/object/public/product-images/T175_Tutan.png'],True,['#964B00']
Gia,t180-gia,"- Espresso Brown Finish
- 8mm Tempered Glass
- Beveled Edges
- Underline Shelf
- **Coffee Table:** 48""W x 24""D x 17""H
- **End Table:** 22""W x 20""D x 22""H",429.99,OCCASIONAL COLLECTION,['https://udrgctjqqcaalqzpbbyg.supabase.co/storage/v1/object/public/product-images/T180_Gia.png'],True,['#964B00']
Quincy,t197-quincy,"- Solid Wood Construction
- Champagne Color
- Victorian Accents
- High Gloss Finish
- Tables Coordinate with U197 Collection
- **Coffee Table:** 58""W x 32”D x 20""H
- **End Table:** 30""W x 30""D x 22""H",0.0,OCCASIONAL COLLECTION,['https://udrgctjqqcaalqzpbbyg.supabase.co/storage/v1/object/public/product-images/T197_Quincy.png'],False,[]
Uriah,t198-uriah,"- Solid Wood Construction
- Champagne Silver Color
- Victorian Accents
- High Gloss Finish
- Tables Coordinate with U198 Collection
- **Coffee Table:** 55""W x 31""D x 20""H
- **End Table:** 27”W x 27”D x 22""H",0.0,OCCASIONAL COLLECTION,['https://udrgctjqqcaalqzpbbyg.supabase.co/storage/v1/object/public/product-images/T198_Uriah.png'],False,['#C0C0C0']
Valor,t199-valor,"- Solid Wood Construction
- Champagne Gold Color
- Victorian Accents
- High Gloss Finish
- Tables Coordinate with U199 Collection
- **Coffee Table:** 55""W x 31”D x 20""H
- **End Table:** 27 W x 27”D x 24”H",0.0,OCCASIONAL COLLECTION,['https://udrgctjqqcaalqzpbbyg.supabase.co/storage/v1/object/public/product-images/T199_Valor.png'],False,['#FFD700']
Cloria,t202-cloria,"- Bone Tone Solid Wood Construction
- Traditional Accented Table Apron
- Squared Edge Tabletop
- Coordinates with U201 and U202 Collections
- **Coffee Table:** 48""W x 24”D x 18""H
- **End Table:** 22”W x 21”D x 20""H",0.0,OCCASIONAL COLLECTION,['https://udrgctjqqcaalqzpbbyg.supabase.co/storage/v1/object/public/product-images/T202_Cloria.png'],False,[]
